CustomerID,Total_Balance_per_cus,Total_transaction_value_per_cus,transaction_frequency_per_cus,avg_transaction_per_cus,Acc_per_customer,Loans_per_customer,Total_loan_amt_per_cus
10082,25320.55,74614.52,27.0,2763.500740740741,1,,
10083,127593.29000000001,132052.5,52.0,2539.471153846154,2,,
10084,,,,,1,,
10085,,,,,1,,
10086,77670.14,95543.52,35.0,2729.8148571428574,1,,
10087,31944.6,69435.65,28.0,2479.844642857143,1,,
10088,29015.04,68546.15,30.0,2284.8716666666664,1,,
10089,,,,,1,,
10090,,,,,1,,
10091,127463.97,197528.4,87.0,2270.441379310345,3,,
10092,118479.45999999999,261353.69,113.0,2312.8645132743363,3,,
10093,55740.69,73187.19,28.0,2613.8282142857142,1,1.0,52436.38
10094,,,,,1,,
10095,,,,,1,,
10096,60268.8,140312.06,63.0,2227.1755555555555,2,,
10097,,,,,1,,
10098,,,,,1,,
10099,71638.63,123526.17,49.0,2520.942244897959,2,,
10100,,,,,1,,
10101,26152.31,57141.479999999996,23.0,2484.4121739130433,1,,
10102,39676.6,77046.71,29.0,2656.783103448276,1,,
10103,176396.76,200305.97,76.0,2635.6048684210527,3,,
10104,29107.64,67071.38,27.0,2484.1251851851853,1,1.0,8683.56
10105,79534.55,109790.06,37.0,2967.298918918919,1,,
10106,316192.22,395638.87,157.0,2519.9928025477707,5,2.0,172701.71
10107,248547.72999999998,232608.74,86.0,2704.7527906976743,3,,
10108,,,,,1,,
10109,152290.74,159275.8,58.0,2746.1344827586204,2,,
10110,71723.08,153807.19,63.0,2441.3839682539683,2,,
10111,89663.23,74110.43,29.0,2555.532068965517,1,,
10112,170853.41,205598.7,82.0,2507.301219512195,3,1.0,58849.83
10113,134644.75,171395.85,60.0,2856.5975000000003,2,1.0,90886.2
10114,183434.16999999998,137973.37,60.0,2299.5561666666667,2,,
10115,87109.52,61299.520000000004,29.0,2113.7765517241382,1,1.0,73003.39
10116,,,,,1,,
10117,42912.69,78321.02,28.0,2797.179285714286,1,,
10118,,,,,1,,
10119,,,,,1,,
10120,48479.25,54423.479999999996,29.0,1876.6717241379308,1,,
10121,,,,,1,,
10122,138668.11,140608.44,53.0,2652.9894339622642,2,1.0,64001.15
10123,48348.54,92026.16,34.0,2706.6517647058827,1,,
10124,93932.94,65329.81,28.0,2333.2075,1,,
10125,235540.76,270908.57,109.0,2485.3997247706425,4,,
10126,133191.59,171839.55,64.0,2684.99296875,2,,
10127,18292.79,81351.78,32.0,2542.243125,1,1.0,20910.17
10128,232234.09,194136.33000000002,77.0,2521.2510389610393,3,,
10129,,,,,1,,
10130,41179.130000000005,130797.07,52.0,2515.3282692307694,2,1.0,15581.58
10131,,,,,1,,
10132,,,,,1,,
10133,98946.71,253300.99,98.0,2584.7039795918367,3,,
10134,,,,,1,,
10135,232685.39,375914.04,143.0,2628.76951048951,3,1.0,16268.74
10136,,,,,1,,
10137,,,,,1,,
10138,,,,,1,,
10139,100400.84999999999,145631.01,56.0,2600.55375,2,1.0,96528.66
10140,81912.58,82761.28,28.0,2955.7599999999998,1,,
10141,43349.65,209489.82,82.0,2554.7539024390244,3,1.0,13704.05
10142,258137.62,416461.95,163.0,2554.9812883435584,5,1.0,70349.1
10143,149750.22,219634.15,88.0,2495.8426136363637,3,3.0,108334.62
10144,,,,,1,,
10145,6784.78,70738.29,30.0,2357.9429999999998,1,,
10146,21109.91,69756.66,26.0,2682.9484615384617,1,,
10147,36160.36,155132.6,62.0,2502.1387096774192,2,,
10148,83714.01000000001,129793.21,52.0,2496.0232692307695,2,,
10149,,,,,1,,
10150,121666.43,133983.3,53.0,2527.98679245283,2,2.0,78074.48000000001
10151,125343.63,137480.69,59.0,2330.181186440678,2,,
10152,43249.76,63209.66,26.0,2431.1407692307694,1,,
10153,43366.14,149189.11,60.0,2486.4851666666664,2,1.0,28348.12
10154,,,,,1,,
10155,152502.66999999998,370179.48,153.0,2419.473725490196,4,1.0,88432.42
10156,45075.23,162973.34,73.0,2232.511506849315,2,3.0,191905.99
10157,,,,,1,,
10158,65681.44,145959.33,54.0,2702.950555555555,2,,
10159,94443.82999999999,167222.67,75.0,2229.6356,2,,
10160,96896.9,275739.23,103.0,2677.079902912621,3,1.0,47566.87
10161,158335.56,191499.61,70.0,2735.708714285714,2,1.0,78063.86
10162,57667.5,60684.03,20.0,3034.2015,1,1.0,92330.0
10163,88906.14,37634.87,19.0,1980.7826315789475,1,,
10164,111136.93000000001,126509.25,50.0,2530.185,2,1.0,52339.53
10165,,,,,1,,
10166,99828.98,61117.13,27.0,2263.5974074074074,1,,
10167,,,,,1,,
10168,,,,,1,,
10169,,,,,1,,
10170,52547.1,53215.15,21.0,2534.054761904762,1,,
10171,94458.78,138337.99,53.0,2610.150754716981,2,,
10172,,,,,1,,
10173,74953.59,60785.84,26.0,2337.916923076923,1,,
10174,169843.32,222261.44,89.0,2497.3195505617978,3,1.0,64568.16
10175,4615.44,91168.03,33.0,2762.667575757576,1,,
10176,,,,,1,,
10177,133279.92,272016.73,110.0,2472.8793636363635,4,1.0,27495.55
10178,68037.20999999999,179444.84,61.0,2941.71868852459,2,1.0,54508.9
10179,43717.47,277765.95,113.0,2458.1057522123897,4,1.0,73387.28
10180,,,,,1,,
10181,21398.11,90763.08,36.0,2521.1966666666667,1,,
10182,92994.34,82144.06,25.0,3285.7624,1,,
10183,307649.76,396107.86,153.0,2588.9402614379082,5,,
10184,55292.55,87495.83,36.0,2430.4397222222224,1,1.0,52255.85
10185,23915.53,74541.05,28.0,2662.1803571428572,1,,
10186,37808.22,71594.69,28.0,2556.9532142857142,1,,
10187,138403.19,155819.34,61.0,2554.4154098360655,2,,
10188,153546.45,164787.29,62.0,2657.8595161290323,2,,
10189,134729.82,133765.78,59.0,2267.2166101694916,2,1.0,34846.6
10190,21893.19,55588.05,25.0,2223.522,1,,
10191,18864.78,63406.229999999996,25.0,2536.2491999999997,1,,
10192,,,,,1,,
10193,,,,,1,,
10194,73245.36,124909.95999999999,54.0,2313.147407407407,2,,
10195,,,,,1,,
10196,46035.26,68735.41,25.0,2749.4164,1,,
10197,,,,,1,,
10198,62888.39,320795.59,121.0,2651.203223140496,4,1.0,63720.18
10199,183826.34,231329.72,94.0,2460.9544680851063,3,1.0,42758.63
10200,,,,,1,,
10201,,,,,1,,
10202,19110.41,65025.43,30.0,2167.5143333333335,1,2.0,80477.03
10203,118644.71,122030.89,56.0,2179.123035714286,2,,
10204,125924.23000000001,164707.75,70.0,2352.967857142857,2,,
10205,244193.78999999998,247211.04,94.0,2629.904680851064,3,1.0,2117.59
10206,43240.08,71457.34999999999,28.0,2552.048214285714,1,,
10207,294294.32,303324.07,116.0,2614.862672413793,4,1.0,79637.45
10208,,,,,1,,
10209,139338.4,198060.1,90.0,2200.6677777777777,3,,
10210,102826.79000000001,160688.01,59.0,2723.525593220339,2,1.0,4806.2
10211,,,,,1,,
10212,32876.62,61186.97,27.0,2266.184074074074,1,,
10213,65595.99,135496.29,53.0,2556.5337735849057,2,1.0,43976.71
10214,79377.52,60497.630000000005,26.0,2326.8319230769234,1,,
10215,11195.51,92130.7,35.0,2632.305714285714,1,1.0,56226.29
10216,90512.44,130884.67,45.0,2908.548222222222,1,,
10217,,,,,1,,
10218,85123.27,131215.49,58.0,2262.3360344827584,2,,
10219,154199.21000000002,132312.78,60.0,2205.213,2,1.0,76160.97
10220,86449.35,71825.07,29.0,2476.726551724138,1,,
10221,,,,,1,,
10222,,,,,1,,
10223,104596.51,124379.9,61.0,2039.0147540983605,2,,
10224,191058.19999999998,216320.42,87.0,2486.4416091954026,3,2.0,158315.78
10225,150875.39,140884.72,61.0,2309.585573770492,2,1.0,27852.86
10226,258211.58000000002,445050.4,177.0,2514.4090395480225,6,1.0,26300.12
10227,254928.81999999998,262196.02,104.0,2521.1155769230772,4,,
10228,43755.6,75984.63,32.0,2374.5196875,1,,
10229,154139.21,272390.86,104.0,2619.1428846153844,3,2.0,178217.78
10230,32788.26,96846.2,37.0,2617.464864864865,1,1.0,76958.56
10231,172950.59999999998,174212.36,59.0,2952.7518644067795,2,,
10232,,,,,1,,
10233,90752.35,60207.52,25.0,2408.3008,1,,
10234,,,,,1,,
10235,79274.38,73729.09,37.0,1992.678108108108,1,,
10236,83414.15,270077.05,102.0,2647.8142156862746,3,,
10237,36343.94,75900.27,29.0,2617.2506896551727,1,,
10238,,,,,1,,
10239,75306.88,59618.54,25.0,2384.7416,1,,
10240,,,,,1,,
10241,86903.37,156130.12,63.0,2478.255873015873,2,,
10242,3564.27,70220.83,27.0,2600.7714814814817,1,,
10243,245261.29,215044.99,88.0,2443.693068181818,3,,
10244,88003.78,90375.05,34.0,2658.089705882353,1,1.0,54672.65
10245,72953.64,140863.26,53.0,2657.7973584905662,2,,
10246,137560.03,131949.38,60.0,2199.1563333333334,2,,
10247,55767.16,63633.27,24.0,2651.38625,1,,
10248,183074.75,214251.74,88.0,2434.6788636363635,3,1.0,69014.96
10249,89193.39,59542.71,24.0,2480.94625,1,,
10250,,,,,1,,
10251,41396.86,66774.03,29.0,2302.5527586206895,1,,
10252,6818.08,59007.68,22.0,2682.1672727272726,1,,
10253,3286.27,142939.71,61.0,2343.2739344262295,2,1.0,88591.01
10254,76819.46,65992.64,25.0,2639.7056,1,,
10255,36513.17,81603.38,31.0,2632.3670967741937,1,,
10256,105797.09,143545.97,62.0,2315.2575806451614,2,,
10257,16099.85,84206.65,35.0,2405.9042857142854,1,,
10258,93603.58,168060.66,69.0,2435.661739130435,2,,
10259,82411.23,54921.36,23.0,2387.885217391304,1,,
10260,,,,,1,,
10261,,,,,1,,
10262,252880.71999999997,293764.82,118.0,2489.532372881356,4,1.0,50198.39
10263,107780.97,131349.86000000002,55.0,2388.179272727273,2,1.0,49796.21
10264,10451.15,89028.59,34.0,2618.4879411764705,1,,
10265,60784.62,95501.12,39.0,2448.7466666666664,1,,
10266,149103.28,201520.24,75.0,2686.936533333333,2,,
10267,62773.36,136081.55,55.0,2474.2099999999996,2,,
10268,45356.7,58605.65,27.0,2170.57962962963,1,,
10269,36884.55,64008.11,25.0,2560.3244,1,,
10270,67333.11,100224.89,35.0,2863.5682857142856,1,,
10271,,,,,1,,
10272,147270.36000000002,99053.92,44.0,2251.2254545454543,2,,
10273,55836.35,80238.37,35.0,2292.524857142857,1,,
10274,134945.02000000002,203412.87,69.0,2948.012608695652,2,,
10275,122060.53,144605.96,64.0,2259.468125,2,,
10276,63931.27,73310.49,28.0,2618.2317857142857,1,,
10277,798.95,84475.52,32.0,2639.86,1,,
10278,130103.02,98100.95,41.0,2392.7060975609756,2,2.0,50031.19
10279,49341.87,74887.85,33.0,2269.3287878787883,1,1.0,64238.32
10280,115817.20999999999,228021.02,92.0,2478.489347826087,3,1.0,38913.5
10281,,,,,1,,
10282,79741.26,76448.98,32.0,2389.030625,1,,
10283,22632.64,239154.01,97.0,2465.505257731959,3,1.0,13516.43
10284,87763.53,149544.08,65.0,2300.6781538461537,2,,
10285,110202.09,136335.22,64.0,2130.2378125,2,,
10286,136905.93,237908.53,100.0,2379.0853,3,,
10287,150247.81,245146.17,93.0,2635.9803225806454,3,,
10288,13022.42,147831.48,53.0,2789.27320754717,2,,
10289,2495.42,62385.15,25.0,2495.406,1,1.0,77709.06
10290,102247.17,118751.5,44.0,2698.8977272727275,2,1.0,78813.97
10291,3388.13,55415.67,26.0,2131.371923076923,1,,
10292,26687.34,47869.63,23.0,2081.288260869565,1,,
10293,200278.84000000003,236644.92,86.0,2751.68511627907,3,,
10294,,,,,1,,
10295,89520.87,158596.32,68.0,2332.298823529412,2,,
10296,179359.81,188408.97,80.0,2355.112125,3,,
10297,364761.75,511060.0,190.0,2689.7894736842104,6,2.0,91113.23999999999
10298,202760.66,624414.01,246.0,2538.2683333333334,5,,
10299,91327.46,198792.29,66.0,3012.004393939394,2,,
10300,,,,,1,,
10301,87416.66,66315.18,26.0,2550.583846153846,1,,
10302,113125.04999999999,106434.09,45.0,2365.2019999999998,2,,
10303,,,,,1,,
10304,,,,,1,,
10305,66363.63,62025.61,28.0,2215.2003571428572,1,,
10306,82578.01000000001,192550.81,75.0,2567.3441333333335,2,,
10307,50889.14,108148.92,45.0,2403.309333333333,2,,
10308,246990.84999999998,203921.47,85.0,2399.0761176470587,3,,
10309,,,,,1,,
10310,,,,,1,,
10311,,,,,1,,
10312,91630.93,145137.56,62.0,2340.9283870967743,2,1.0,36852.66
10313,,,,,1,,
10314,86190.87,63108.73,30.0,2103.6243333333337,1,,
10315,156497.47999999998,146952.72,60.0,2449.212,2,,
10316,73190.31,104739.77,40.0,2618.49425,2,,
10317,31711.77,55171.63,24.0,2298.8179166666664,1,,
10318,100495.47,128123.28,53.0,2417.4203773584904,2,1.0,43412.87
10319,125.63,83359.85,28.0,2977.1375000000003,1,,
10320,55623.9,77681.34,28.0,2774.3335714285713,1,2.0,161978.91
10321,131660.18,127452.89,48.0,2655.268541666667,2,,
10322,73634.29,94790.56,36.0,2633.071111111111,1,1.0,28930.44
10323,131174.45,129491.78,52.0,2490.2265384615384,2,,
10324,321541.12,514828.87,205.0,2511.3603414634144,7,,
10325,62854.84,81441.0,31.0,2627.1290322580644,1,,
10326,113773.71,189009.45,83.0,2277.2222891566266,3,1.0,18048.87
10327,5215.19,82056.92,35.0,2344.4834285714287,1,,
10328,53194.87,69437.9,34.0,2042.291176470588,1,,
10329,197412.99,286219.68,107.0,2674.950280373832,3,,
10330,49702.04,170022.48,64.0,2656.60125,2,,
10331,119807.58,301292.93,110.0,2739.0266363636365,4,1.0,87987.99
10332,83517.97,90087.45,38.0,2370.7223684210526,1,,
10333,94107.64,136526.9,57.0,2395.2087719298243,2,2.0,146020.58000000002
10334,39485.78,281551.08,108.0,2606.9544444444446,2,2.0,20303.66
10335,165004.15000000002,274335.03,102.0,2689.559117647059,3,,
10336,21918.21,102025.36,43.0,2372.6827906976746,1,1.0,10195.48
10337,5027.38,83677.54,32.0,2614.923125,1,1.0,20250.86
10338,103142.52,219066.24,92.0,2381.1547826086958,3,,
10339,,,,,1,,
10340,14835.88,81325.51,33.0,2464.409393939394,1,1.0,64509.02
10341,77880.45000000001,132207.37,55.0,2403.7703636363635,2,,
10342,,,,,1,,
10343,143850.99,250424.09,108.0,2318.741574074074,4,1.0,76957.94
10344,20681.69,43791.93,19.0,2304.8384210526315,1,,
10345,136965.25,188944.41,76.0,2486.110657894737,3,,
10346,,,,,1,,
10347,130750.72,111777.46,46.0,2429.9447826086957,2,,
10348,25638.44,83903.43,35.0,2397.240857142857,1,,
10349,121949.89,279633.66,104.0,2688.785192307692,3,2.0,66532.76
10350,84752.19,64905.22,23.0,2821.966086956522,1,,
10351,156891.69,355585.9,129.0,2756.4798449612404,4,,
10352,108402.45,136589.3,54.0,2529.431481481481,2,,
10353,95993.15,73006.51,32.0,2281.4534375,1,,
10354,,,,,1,,
10355,36038.1,64436.590000000004,28.0,2301.306785714286,1,1.0,16385.38
10356,17443.02,65705.72,30.0,2190.190666666667,1,1.0,52160.39
10357,103482.82,253578.26,107.0,2369.890280373832,4,2.0,116837.03
10358,,,,,1,,
10359,78639.6,141505.44,61.0,2319.76131147541,2,,
10360,49886.14,67134.16,22.0,3051.552727272727,1,,
10361,72992.59,164763.36,71.0,2320.610704225352,2,,
10362,160547.16999999998,164495.83,67.0,2455.1616417910445,2,,
10363,24429.8,57631.67,24.0,2401.3195833333334,1,,
10364,90961.09,60661.74,22.0,2757.351818181818,1,,
10365,,,,,1,,
10366,28243.37,85492.49,37.0,2310.607837837838,1,,
10367,142430.41,113977.35,50.0,2279.547,2,,
10368,176471.45,262449.01,97.0,2705.6598969072165,3,1.0,8523.16
10369,75655.68,227425.44,92.0,2472.015652173913,3,,
10370,,,,,1,,
10371,75921.36,63578.66,26.0,2445.333076923077,1,,
10372,11278.56,72732.1,25.0,2909.284,1,,
10373,,,,,1,,
10374,316081.08999999997,343187.88,139.0,2468.9775539568345,5,1.0,11486.53
10375,47036.87,83437.46,31.0,2691.530967741936,1,,
10376,,,,,1,,
10377,66280.88,92772.52,35.0,2650.6434285714286,1,,
10378,48967.42,164352.83,62.0,2650.8520967741933,2,,
10379,102926.31,164368.65,60.0,2739.4775,2,,
10380,90268.4,89976.5,33.0,2726.560606060606,1,,
10381,,,,,1,,
10382,94962.36,71193.29000000001,32.0,2224.7903125000003,1,,
10383,104763.01999999999,165782.68,68.0,2437.980588235294,2,,
10384,195698.26,301195.11,120.0,2509.95925,4,2.0,76999.24
10385,,,,,1,,
10386,855.61,88943.82,39.0,2280.6107692307696,1,,
10387,223382.11,317968.29,114.0,2789.1955263157893,3,1.0,57775.26
10388,88098.11,78652.56999999999,31.0,2537.1796774193544,1,,
10389,52510.72,144185.46,52.0,2772.7973076923076,2,,
10390,159514.07,231424.53,90.0,2571.3836666666666,3,2.0,56132.45
10391,88425.93,47986.88,21.0,2285.0895238095236,1,,
10392,128619.66999999998,226442.2,98.0,2310.634693877551,3,,
10393,137378.98,173376.5,59.0,2938.584745762712,2,,
10394,38947.17,75305.16,28.0,2689.4700000000003,1,,
10395,283946.26,243901.19,105.0,2322.868476190476,3,,
10396,76521.11,188089.45,72.0,2612.3534722222225,2,2.0,46486.21
10397,137898.44,192632.27,78.0,2469.644487179487,3,,
10398,135717.81,134404.71,56.0,2400.084107142857,2,,
10399,264097.63,201169.63,86.0,2339.1817441860467,3,2.0,109126.18
10400,59391.36,61435.04,28.0,2194.1085714285714,1,,
10401,213133.32,289350.02,115.0,2516.087130434783,4,1.0,27771.85
10402,38437.42,89579.51,35.0,2559.4145714285714,1,1.0,85139.66
10403,,,,,1,,
10404,166765.53,328317.29,132.0,2487.252196969697,4,2.0,153266.22
10405,50895.93,64699.88,25.0,2587.9952,1,,
10406,,,,,1,,
10407,88735.87,151229.63,64.0,2362.96296875,2,1.0,16092.64
10408,,,,,1,,
10409,46084.79,159446.11,65.0,2453.0170769230767,2,,
10410,7142.29,82928.79,37.0,2241.3186486486484,1,,
10411,38210.45,128914.43,54.0,2387.304259259259,2,,
10412,72327.0,137171.37,53.0,2588.1390566037735,2,,
10413,28424.71,87728.22,33.0,2658.430909090909,1,,
10414,57929.369999999995,169914.98,66.0,2574.469393939394,2,,
10415,35829.66,84207.85,38.0,2215.996052631579,1,,
10416,,,,,1,,
10417,40838.229999999996,129087.14,49.0,2634.4314285714286,2,,
10418,32750.670000000002,241136.77,92.0,2621.051847826087,3,2.0,79096.89
10419,172088.77000000002,150397.99,64.0,2349.96859375,2,,
10420,62988.18,84556.84,33.0,2562.3284848484845,1,,
10421,75147.49,65499.770000000004,25.0,2619.9908,1,,
10422,37362.06,77983.07,30.0,2599.4356666666667,1,1.0,83925.89
10423,69282.76,229992.84,97.0,2371.060206185567,3,2.0,158957.32
10424,,,,,1,,
10425,109670.76999999999,148143.08,55.0,2693.510545454545,2,,
10426,96969.92,115982.46,56.0,2071.115357142857,2,1.0,72030.09
10427,156351.31,273555.8,112.0,2442.4625,4,,
10428,54157.45,155729.85,59.0,2639.4889830508478,2,,
10429,13508.38,98886.54,36.0,2746.8483333333334,1,,
10430,98536.94,50315.51,20.0,2515.7755,1,,
10431,142564.53,226730.58,93.0,2437.9632258064516,3,,
10432,42644.7,67978.92,27.0,2517.737777777778,1,,
10433,94618.51,83560.53,33.0,2532.137272727273,1,,
10434,52486.18,56222.99,24.0,2342.6245833333332,1,1.0,33175.84
10435,30389.48,83446.99,35.0,2384.1997142857144,1,,
10436,171517.45,225106.07,89.0,2529.2816853932586,3,,
10437,112316.0,135907.7,56.0,2426.9232142857145,2,,
10438,2857.78,81290.26,33.0,2463.341212121212,1,,
10439,94406.44,172989.8,68.0,2543.9676470588233,2,,
10440,98678.22,76675.91,29.0,2643.996896551724,1,,
10441,120632.04000000001,331680.18,129.0,2571.1641860465115,4,1.0,84300.98
10442,71478.64,75840.23,28.0,2708.5796428571425,1,1.0,23193.37
10443,75547.07,172752.74,65.0,2657.7344615384613,2,,
10444,,,,,1,,
10445,121576.54000000001,165595.26,68.0,2435.224411764706,2,,
10446,190564.75,346205.35,139.0,2490.6859712230216,4,1.0,36366.26
10447,6122.35,70776.63,30.0,2359.221,1,,
10448,23003.74,157377.71,66.0,2384.5107575757575,2,,
10449,114188.27,108740.03,49.0,2219.1842857142856,2,1.0,27223.9
10450,9782.45,55978.0,20.0,2798.9,1,,
10451,46210.520000000004,135560.07,63.0,2151.747142857143,2,,
10452,22576.99,78470.26,30.0,2615.675333333333,1,1.0,50421.73
10453,,,,,1,,
10454,31062.72,109679.29,44.0,2492.7111363636363,1,,
10455,49112.5,78870.11,29.0,2719.6589655172415,1,,
10456,96922.37,64057.83,28.0,2287.779642857143,1,,
10457,45130.85,128783.86,59.0,2182.777288135593,2,,
10458,504123.82,919937.16,363.0,2534.2621487603305,11,2.0,149937.69
10459,140030.2,240552.64,89.0,2702.8386516853934,3,,
10460,138713.75,136152.61,51.0,2669.6590196078428,2,1.0,47534.75
10461,152436.06,155924.15,65.0,2398.833076923077,2,1.0,99830.19
10462,66275.11,84550.84999999999,32.0,2642.2140624999997,1,,
10463,45585.4,83709.7,33.0,2536.6575757575756,1,1.0,21707.86
10464,15412.78,82414.6,39.0,2113.194871794872,1,,
10465,50412.12,85827.06,31.0,2768.6148387096773,1,,
10466,93428.62,81735.48,34.0,2403.984705882353,1,,
10467,38406.79,63510.34,23.0,2761.3191304347824,1,,
10468,239261.66999999998,316998.34,116.0,2732.7443103448277,4,1.0,76955.79
10469,,,,,1,,
10470,9390.16,100844.05,37.0,2725.514864864865,1,,
10471,16465.88,169261.89,70.0,2418.027,2,,
10472,37540.05,129820.22,53.0,2449.4381132075473,2,2.0,141014.24
10473,68796.18,99350.27,33.0,3010.6142424242425,1,,
10474,22748.87,50575.22,21.0,2408.34380952381,1,,
10475,193754.64,144779.23,56.0,2585.343392857143,2,1.0,6507.99
10476,90889.92,47568.35,23.0,2068.1891304347823,1,2.0,157446.53
10477,32577.75,139721.66,45.0,3104.925777777778,1,1.0,99488.79
10478,150646.46,246253.57,85.0,2897.1008235294116,3,,
10479,41195.04,60321.32,24.0,2513.3883333333333,1,,
10480,,,,,1,,
10481,12603.53,80335.47,33.0,2434.4081818181817,1,,
10482,,,,,1,,
10483,35818.45,61608.99,24.0,2567.0412499999998,1,,
10484,89513.23999999999,151427.0,59.0,2566.5593220338983,2,,
10485,168028.29,219884.74,89.0,2470.6150561797754,3,,
10486,19636.99,89569.67,33.0,2714.2324242424243,1,,
10487,,,,,1,,
10488,100920.31000000001,136598.33000000002,49.0,2787.7210204081634,2,,
10489,,,,,1,,
10490,79518.63,79897.54,29.0,2755.0875862068965,1,,
10491,94860.23999999999,153193.01,59.0,2596.4916949152544,2,,
10492,45661.32,107249.28,48.0,2234.36,2,,
10493,54078.259999999995,130275.33,51.0,2554.4182352941175,2,,
10494,165459.03,251195.15,93.0,2701.0231182795696,3,,
10495,167054.53,227835.52,87.0,2618.79908045977,3,1.0,87020.31
10496,10299.2,93596.28,38.0,2463.06,1,,
10497,183311.18,167852.69,64.0,2622.69828125,2,,
10498,16244.9,173629.58,66.0,2630.751212121212,2,,
